"Variety","Subgroup","Family","ISO Code","Glottolog ID","AIATSIS Code","StdLangID","StdLanguageName","OriginalForm","PhonemicisedIPA","Std_Gloss","Author","OriginalGloss","OriginalPofSpeech","Latitude","Longitude","Reconstruction_Form","Reconstruction_Level","Reconstruction_Gloss","Reconstruction_Notes"
"Barrow Point","Paman",,,,,"1194",,"ude","ute",,"","dingo","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ude:n","uteːn",,"","road","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"udun.ga","utunka",,"","duck","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"udhi-l","ut̪i-l",,"","give","V",,,,,,
"Barrow Point","Paman",,,,,"1194",,"udhin","ut̪in",,"","short","Adj",,,,,,
"Barrow Point","Paman",,,,,"1194",,"udhi:rra","ut̪iːra",,"","two","Num",,,,,,
"Barrow Point","Paman",,,,,"1194",,"udyi","uci",,"","red ochre or sand","n",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uge","uke",,"","kookaburra bird","n",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ugu","uku",,"","here","D",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ugun-gurru","ukun-kuru",,"","emu","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ugwuya","ukwuja",,"","MB(","n",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ulba","ulpa",,"","on top","Adv",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ulbaman","ulpaman",,"","old woman","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ulban","ulpan",,"","flesh","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ulbu:rr","ulpuːr",,"","feather","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ulbu:rr","ulpuːr",,"","flower","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uldha-l","ult̪a-l",,"","drink","V",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uldha-l","ult̪a-l",,"","smoke","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uldhama-l","ult̪ama-l",,"","chop","Vt",,,,,,
"Barrow Point","Paman",,,,,"1194",,"u:lga:l","uːlkaːl",,"","honey","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ulge:rr","ulkeːr",,"","rain","Vi",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ulgi","ulki",,"","fingernail","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ulgu","ulku",,"","yesterday","Adv",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uli","uli",,"","angry","Adj",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uli:","uliː",,"","fall","Vi",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ulmbi:nh","ulmpiːn̪",,"","rainbow","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ulm`e(:)n","ulme(ː)n",,"","boomerang","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ulnga-l","ulŋa-l",,"","break","Vi",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ulna:rr","ulnaːr",,"","possum","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ulngganh","ulŋkan̪",,"","hot","Adj",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ulu(-dhu)","ulu(-t̪u)",,"","older brother kin","n",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uluwul","uluwul",,"","spider","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uma:n","umaːn",,"","leg","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uma:rr","umaːr",,"","blood (fresh)","n",,,,,,
"Barrow Point","Paman",,,,,"1194",,"umba","umpa",,"","frightened","Adj",,,,,,
"Barrow Point","Paman",,,,,"1194",,"umba","umpa",,"","afraid","Adj",,,,,,
"Barrow Point","Paman",,,,,"1194",,"umba:rr","umpaːr",,"","bird?","n",,,,,,
"Barrow Point","Paman",,,,,"1194",,"umb`e","umpe",,"","wild","Adj",,,,,,
"Barrow Point","Paman",,,,,"1194",,"umb`e","umpe",,"","frightened","Adj",,,,,,
"Barrow Point","Paman",,,,,"1194",,"umb`emu","umpemu",,"","wind","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"umbi:rr","umpiːr",,"","penis","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"umbu","umpu",,"","urine","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"umburrul","umpurul",,"","red color","a",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ume:rr","umeːr",,"","blood (still living)","n",,,,,,
"Barrow Point","Paman",,,,,"1194",,"unaman","unaman",,"","roots","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"unbu:n","unpuːn",,"","fat","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"undi-l","unti-l",,"","die","V",,,,,,
"Barrow Point","Paman",,,,,"1194",,"u:nduwa","uːntuwa",,"","three","Num",,,,,,
"Barrow Point","Paman",,,,,"1194",,"un.ga","unka",,"","shit","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"unhunggul","un̪uŋkul",,"","mosquito","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"unyurrunggul","uɲuruŋkul",,"","cold","Adj",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ung`erri","uŋeri",,"","tell lies","V",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ungga-l","uŋka-l",,"","sit","V",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ungg`elu","uŋkelu",,"","North","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ungimbarr","uŋimpar",,"","kidney","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urrba:l","urpaːl",,"","brolga bird","n",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urrbi(-dhu)","urpi(-t̪u)",,"","M","n",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urrb`un","urpun",,"","fat","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"`urre","ure",,"","also","part",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urr`e","ure",,"","you all 2PL NOM","pron",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urrgan","urkan",,"","ashes","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urrganhdha","urkan̪t̪a",,"","not","Part",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urrgel","urkel",,"","kookaburra bird","n",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urrgu:l","urkuːl",,"","back","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urrinhdharr","urin̪t̪ar",,"","long-neck turtle","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urrmbun","urmpun",,"","fat","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urrng:al","urŋal",,"","possum","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"~urru","~uru",,"","louse","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urru","uru",,"","penis","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urr(u)na","ur(u)na",,"","that","D",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urru:y","uruːj",,"","wind)","a",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urdi","uʈi",,"","long way","Adv",,,,,,
"Barrow Point","Paman",,,,,"1194",,"ure:y","uɹeːj",,"","goanna","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urga:l","uɹkaːl",,"","honey","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uri","uɹi",,"","guts","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urni-l","uɳi-l",,"","squeeze","V",,,,,,
"Barrow Point","Paman",,,,,"1194",,"urnggu:l","uɹŋkuːl",,"","eye","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uruwuur","uɹuwuːɹ",,"","fly?","n",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uwa:l","uwaːl",,"","smell","Vi",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uwe:","uweː",,"","west","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uwuru","uwuɹu",,"","deaf","Adj",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uyi:nh","ujiːn̪",,"","ear","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uyin(h)ba","ujin(h)pa",,"","nose","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uyin(h)b`ar","ujin(h)paɹ",,"","carpet snake","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uyu:","ujuː",,"","milk","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uyu:","ujuː",,"","breast","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"uyu-rr","uju-r",,"","ask","V",,,,,,
"Barrow Point","Paman",,,,,"1194",,"walangger","walaŋkeɹ",,"","death adder snake","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"walarr","walar",,"","beard","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"walnggu","walŋku",,"","grown up boy","n",,,,,,
"Barrow Point","Paman",,,,,"1194",,"walnggu","walŋku",,"","man","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"warnrda","waɳʈa",,"","head","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wangga","waŋka",,"","flat","Adj",,,,,,
"Barrow Point","Paman",,,,,"1194",,"warra","wara",,"","bad","Adj",,,,,,
"Barrow Point","Paman",,,,,"1194",,"warra","wara",,"","sick","Adj",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wara","waɹa",,"","lungs","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wari:l","waɹiːl",,"","shoulder","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"warnggi:n","waɹŋkiːn",,"","rib","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wirri","wiri",,"","creek","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wirri","wiri",,"","near","Adv",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wirmba","wiɹmpa",,"","also","part",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wubay","wupaj",,"","blue-tongue lizard","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wudhu:rr","wut̪uːr",,"","creek","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wudhu:rr","wut̪uːr",,"","river","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wug`err","wuker",,"","sun","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wugulubu","wukulupu",,"","sea turtle w big head","n",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wulbu:rr","wulpuːr",,"","flower","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wulngganh","wulŋkan̪",,"","sun)","a",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wulu","wulu",,"","sick","Adj",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wumu:l","wumuːl",,"","bone","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wundal","wuntal",,"","mountain","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wundu:l","wuntuːl",,"","foot","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wundu:l","wuntuːl",,"","leg","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wunhdha:l","wun̪t̪aːl",,"","moon","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wunhu:rr","wun̪uːr",,"","navel","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wunga","wuŋa",,"","light","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wurrba:l","wurpaːl",,"","smoke","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wurrba:l","wurpaːl",,"","tobacco","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wurr`ey","wurej",,"","fog","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wurrgwul","wurkwul",,"","heart","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wurri","wuri",,"","name","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wurru:y","wuruːj",,"","whip-tail kangaroo","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wurdil","wuʈil",,"","spit","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wurmba","wuɹmpa",,"","fog","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wuru","wuɹu",,"","heel?","n",,,,,,
"Barrow Point","Paman",,,,,"1194",,"wuya:nh","wujaːn̪",,"","good","Adj",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yadha:l","jat̪aːl",,"","tail","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yalmba","jalmpa",,"","sandhill","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yangga:nh","jaŋkaːn̪",,"","little boy","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yangunba-l","jaŋunpa-l",,"","tell","V",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yarnhi-l","jaɳhi-l",,"","say","tv",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yawayngga","jawajŋka",,"","new","Adj",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yawul","jawul",,"","hair","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yigi:l","jikiːl",,"","leaf","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yigu","jiku",,"","tree","N",,,"*yuku","","tree",""
"Barrow Point","Paman",,,,,"1194",,"yigu","jiku",,"","wood","N",,,"*yuku","","tree",""
"Barrow Point","Paman",,,,,"1194",,"yigu","jiku",,"","fire","N",,,"*yuku","","tree",""
"Barrow Point","Paman",,,,,"1194",,"yimbwil","jimpwil",,"","big","Adj",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yi:mu:nh","jiːmuːn̪",,"","fish","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yinda-l","jinta-l",,"","bite","V",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yinda-l","jinta-l",,"","spear","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yindu","jintu",,"","another","a",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yindu","jintu",,"","other","a",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yin.gu:rr","jinkuːr",,"","younger sister kin","n",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yirrge-","jirke",,"","talk","V",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yirrmba","jirmpa",,"","itchy","Vi",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yi:waanganh","jiːwaːŋan̪",,"","fire sticks","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yiwurru","jiwuru",,"","place","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yumunbir","jumunpiɹ",,"","carpet snake","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yurnggel","juɹŋkel",,"","elbow","N",,,,,,
"Barrow Point","Paman",,,,,"1194",,"yuwa:rr","juwaːr",,"","bloodwood tree","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"maadhaay","maːt̪aːj",,"Ash, A. and Lissarrague, A. and Giacon, J","dog","N",,,"*ma:dha:y","","dog",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"maadhaay","maːt̪aːj",,"Ash, A. and Lissarrague, A. and Giacon, J","dog","N",,,"*ma:dha:y","","dog",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"giidjaa","kiːcaː",,"Ash, A. and Lissarrague, A. and Giacon, J","black)","noun",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"bin.guwi","pinkuwi",,"Ash, A. and Lissarrague, A. and Giacon, J","coolamon","N",,,"*pin.kuwi","","coolamon",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"bin.guwi","pinkuwi",,"Ash, A. and Lissarrague, A. and Giacon, J","dish - coolamon","noun",,,"*pin.kuwi","","coolamon",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"dhiinbaay","t̪iːnpaːj",,"Ash, A. and Lissarrague, A. and Giacon, J","yam stick","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"dhiinbaay","t̪iːnpaːj",,"Ash, A. and Lissarrague, A. and Giacon, J","yamstick","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"nhigii","n̪ikiː",,"Ash, A. and Lissarrague, A. and Giacon, J","coals","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"nhigii","n̪ikiː",,"Ash, A. and Lissarrague, A. and Giacon, J","charcoal","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"yayaay","jajaːj",,"Ash, A. and Lissarrague, A. and Giacon, J","sun","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"yayaay","jajaːj",,"Ash, A. and Lissarrague, A. and Giacon, J","sun","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"gayaay","kajaːj",,"Ash, A. and Lissarrague, A. and Giacon, J","sand","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"gayaay","kajaːj",,"Ash, A. and Lissarrague, A. and Giacon, J","sand","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"garril","karil",,"Ash, A. and Lissarrague, A. and Giacon, J","leaf","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"garril","karil",,"Ash, A. and Lissarrague, A. and Giacon, J","leaf","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"muga wudha","muka wut̪a",,"Ash, A. and Lissarrague, A. and Giacon, J","deaf","Adj",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"muga wudha","muka wut̪a",,"Ash, A. and Lissarrague, A. and Giacon, J","deaf","Adj",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"yuuliyaay","juːlijaːj",,"Ash, A. and Lissarrague, A. and Giacon, J","pregnant","Adj",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"badjin","pacin",,"Ash, A. and Lissarrague, A. and Giacon, J","small","Adj",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"badjin","pacin",,"Ash, A. and Lissarrague, A. and Giacon, J","little","Adj",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"badjin","pacin",,"Ash, A. and Lissarrague, A. and Giacon, J","small","Adj",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"nhunduwaa","n̪untuwaː",,"Ash, A. and Lissarrague, A. and Giacon, J","thick","Adj",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"nhunduwaa","n̪untuwaː",,"Ash, A. and Lissarrague, A. and Giacon, J","thick","Adj",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"milanduul","milantuːl",,"Ash, A. and Lissarrague, A. and Giacon, J","alone","Num",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"milanduul","milantuːl",,"Ash, A. and Lissarrague, A. and Giacon, J","only one","Part",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"milanduul","milantuːl",,"Ash, A. and Lissarrague, A. and Giacon, J","alone","Num",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"dhadhin","t̪at̪in",,"Ash, A. and Lissarrague, A. and Giacon, J","shadow","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"dhadhin","t̪at̪in",,"Ash, A. and Lissarrague, A. and Giacon, J","shadow","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"dhubil","t̪upil",,"Ash, A. and Lissarrague, A. and Giacon, J","spit","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"dhubil","t̪upil",,"Ash, A. and Lissarrague, A. and Giacon, J","spit","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"baabi-li","paːpi-li",,"Ash, A. and Lissarrague, A. and Giacon, J","camp","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"gayawi-li","kajawi-li",,"Ash, A. and Lissarrague, A. and Giacon, J","kill","Vt",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"wagirrma-li","wakirma-li",,"Ash, A. and Lissarrague, A. and Giacon, J","wash","Vt",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"wagirrma-li","wakirma-li",,"Ash, A. and Lissarrague, A. and Giacon, J","wash","Vt",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"ngawi-y","ŋawi-j",,"Ash, A. and Lissarrague, A. and Giacon, J","smell","Vi",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"ngawi-y","ŋawi-j",,"Ash, A. and Lissarrague, A. and Giacon, J","smell","Vi",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"yuurray","juːraj",,"Ash, A. and Lissarrague, A. and Giacon, J","Aboriginal man","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"dhayn","t̪ajn",,"Ash, A. and Lissarrague, A. and Giacon, J","Aboriginal man","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"dhayn","t̪ajn",,"Ash, A. and Lissarrague, A. and Giacon, J","Aboriginal person","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"yinarr","jinar",,"Ash, A. and Lissarrague, A. and Giacon, J","Aboriginal woman","N",,,"*yinarr","","woman",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"yinarraagalaa","jinaraːkalaː",,"Ash, A. and Lissarrague, A. and Giacon, J","old woman","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"maamii","maːmiː",,"Ash, A. and Lissarrague, A. and Giacon, J","old woman","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"birralii","piraliː",,"Ash, A. and Lissarrague, A. and Giacon, J","child","N",,,"*pirrali:","","baby",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"birray","piraj",,"Ash, A. and Lissarrague, A. and Giacon, J","boy","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"birray","piraj",,"Ash, A. and Lissarrague, A. and Giacon, J","son","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"guliirr","kuliːr",,"Ash, A. and Lissarrague, A. and Giacon, J","spouse","N",,,"*kuli:rr","","husband",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"guliirr","kuliːr",,"Ash, A. and Lissarrague, A. and Giacon, J","husband","N",,,"*kuli:rr","","husband",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"guliirr","kuliːr",,"Ash, A. and Lissarrague, A. and Giacon, J","wife","N",,,"*kuli:rr","","husband",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"ngambaa","ŋampaː",,"Ash, A. and Lissarrague, A. and Giacon, J","mother","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"gunii","kuniː",,"Ash, A. and Lissarrague, A. and Giacon, J","mother","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"buwadjarr","puwacar",,"Ash, A. and Lissarrague, A. and Giacon, J","father","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"biila","piːla",,"Ash, A. and Lissarrague, A. and Giacon, J","daddy","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"dhawurran","t̪awuran",,"Ash, A. and Lissarrague, A. and Giacon, J","older sister","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"baawaa","paːwaː",,"Ash, A. and Lissarrague, A. and Giacon, J","older sister","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"dhagaan","t̪akaːn",,"Ash, A. and Lissarrague, A. and Giacon, J","cousin","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"galumaay","kalumaːj",,"Ash, A. and Lissarrague, A. and Giacon, J","younger brother","N",,,"*kaluma:y","","brother (younger)",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"garruu","karuː",,"Ash, A. and Lissarrague, A. and Giacon, J","uncle (mother’s brother)","N",,,"*karru:","","mother's brother",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"dhaadhaa","t̪aːt̪aː",,"Ash, A. and Lissarrague, A. and Giacon, J","grandfather (mother’s father)","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"baagii","paːkiː",,"Ash, A. and Lissarrague, A. and Giacon, J","grandmother (mother's mother)","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"dhilaagaa","t̪ilaːkaː",,"Ash, A. and Lissarrague, A. and Giacon, J","grandfather (father's father)","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"giluu","kiluː",,"Ash, A. and Lissarrague, A. and Giacon, J","aunt (father's sister)","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"yugin","jukin",,"Ash, A. and Lissarrague, A. and Giacon, J","father","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"ngaagii","ŋaːkiː",,"Ash, A. and Lissarrague, A. and Giacon, J","grandmother (father’s mother)","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"wambanhiiya","wampan̪iːja",,"Ash, A. and Lissarrague, A. and Giacon, J","cousin","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"mamal","mamal",,"Ash, A. and Lissarrague, A. and Giacon, J","mate","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"ngawurr","ŋawur",,"Ash, A. and Lissarrague, A. and Giacon, J","ankle","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"yuuwirr","juːwir",,"Ash, A. and Lissarrague, A. and Giacon, J","armpit","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"yarray","jaraj",,"Ash, A. and Lissarrague, A. and Giacon, J","beard","N",,,"*yarray","Central-NSW","beard",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"guway","kuwaj",,"Ash, A. and Lissarrague, A. and Giacon, J","blood","N",,,"*kuwañ","","blood",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"mula","mula",,"Ash, A. and Lissarrague, A. and Giacon, J","boil","N",,,"*mula-2","","boil",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"mula","mula",,"Ash, A. and Lissarrague, A. and Giacon, J","weak","Adj",,,"*mula-2","","boil",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"buya","puja",,"Ash, A. and Lissarrague, A. and Giacon, J","bone","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"murru","muru",,"Ash, A. and Lissarrague, A. and Giacon, J","bum","noun",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"bii","piː",,"Ash, A. and Lissarrague, A. and Giacon, J","chest","N",,,"*pirri","","chest",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"ngagan","ŋakan",,"Ash, A. and Lissarrague, A. and Giacon, J","chin","N",,,"*ŋakan","","chin",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"bina","pina",,"Ash, A. and Lissarrague, A. and Giacon, J","ear","N",,,"*pina","","ear",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"wudha","wut̪a",,"Ash, A. and Lissarrague, A. and Giacon, J","ear","N",,,,,,
"Yuwaaliyaay","Central NSW",,,,,"4",,"guna","kuna",,"Ash, A. and Lissarrague, A. and Giacon, J","faeces","N",,,"*kuna","Pama-Nyungan","excrement",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"guna","kuna",,"Ash, A. and Lissarrague, A. and Giacon, J","shit","N",,,"*kuna","Pama-Nyungan","excrement",""
"Yuwaaliyaay","Central NSW",,,,,"4",,"mil","mil",,"Ash, A. and Lissarrague, A. and Giacon, J","eye","N",,,"*mi:l","Pama-Nyungan","eye",""
